   TIME     MODE     Q              P     KINETIC      POTENTIAL          TOTAL
 2059.2500  L 1      0.687401  0.082521   0.00365      -56.52453      -56.52087
 2059.5000  L 1      0.707685  0.079755   0.00349      -56.52436      -56.52087
 2059.7500  L 1      0.727281  0.077017   0.00339      -56.52426      -56.52087
 2060.0000  L 1      0.746199  0.074342   0.00335      -56.52422      -56.52087
 2060.2500  L 1      0.764460  0.071765   0.00336      -56.52423      -56.52087
 2060.5000  L 1      0.782092  0.069322   0.00341      -56.52428      -56.52087
 2060.7500  L 1      0.799135  0.067050   0.00349      -56.52436      -56.52087
 2061.0000  L 1      0.815634  0.064987   0.00357      -56.52444      -56.52087
 2061.2500  L 1      0.831648  0.063169   0.00364      -56.52451      -56.52087
 2061.5000  L 1      0.847241  0.061631   0.00368      -56.52455      -56.52087
 2061.7500  L 1      0.862488  0.060401   0.00368      -56.52456      -56.52087
 2062.0000  L 1      0.877469  0.059507   0.00364      -56.52451      -56.52087
 2062.2500  L 1      0.892270  0.058967   0.00354      -56.52441      -56.52087
 2062.5000  L 1      0.906981  0.058791   0.00340      -56.52427      -56.52087
 2062.7500  L 1      0.921694  0.058983   0.00322      -56.52409      -56.52087
 2063.0000  L 1      0.936500  0.059532   0.00303      -56.52390      -56.52087
 2063.2500  L 1      0.951487  0.060420   0.00283      -56.52371      -56.52087
 2063.5000  L 1      0.966734  0.061613   0.00267      -56.52354      -56.52087
 2063.7500  L 1      0.982314  0.063072   0.00254      -56.52341      -56.52087
 2064.0000  L 1      0.998286  0.064743   0.00247      -56.52334      -56.52087
 2064.2500  L 1      1.014698  0.066569   0.00247      -56.52334      -56.52087
 2064.5000  L 1      1.031579  0.068487   0.00253      -56.52340      -56.52087
 2064.7500  L 1      1.048944  0.070431   0.00265      -56.52352      -56.52087
 2065.0000  L 1      1.066791  0.072337   0.00281      -56.52368      -56.52087
 2065.2500  L 1      1.085104  0.074142   0.00299      -56.52386      -56.52087
 2065.5000  L 1      1.103849  0.075790   0.00318      -56.52405      -56.52087
 2065.7500  L 1      1.122981  0.077234   0.00335      -56.52422      -56.52087
 2066.0000  L 1      1.142445  0.078435   0.00349      -56.52436      -56.52087
 2066.2500  L 1      1.162175  0.079364   0.00358      -56.52446      -56.52087
 2066.5000  L 1      1.182102  0.080004   0.00363      -56.52450      -56.52087
 2066.7500  L 1      1.202151  0.080350   0.00362      -56.52449      -56.52087
 2067.0000  L 1      1.222251  0.080407   0.00357      -56.52445      -56.52087
 2067.2500  L 1      1.242331  0.080189   0.00350      -56.52437      -56.52087
 2067.5000  L 1      1.262324  0.079720   0.00341      -56.52429      -56.52087
 2067.7500  L 1      1.282172  0.079033   0.00333      -56.52420      -56.52087
 2068.0000  L 1      1.301825  0.078166   0.00327      -56.52415      -56.52087
 2068.2500  L 1      1.321244  0.077162   0.00325      -56.52413      -56.52087
 2068.5000  L 1      1.340399  0.076073   0.00329      -56.52416      -56.52087
 2068.7500  L 1      1.359277  0.074950   0.00338      -56.52425      -56.52087
 2069.0000  L 1      1.377876  0.073850   0.00353      -56.52441      -56.52087
 2069.2500  L 1      1.396209  0.072831   0.00375      -56.52462      -56.52087
 2069.5000  L 1      1.414303  0.071953   0.00401      -56.52489      -56.52087
 2069.7500  L 1      1.432202  0.071275   0.00432      -56.52520      -56.52087
 2070.0000  L 1      1.449962  0.070855   0.00466      -56.52553      -56.52087
 2070.2500  L 1      1.467655  0.070750   0.00501      -56.52588      -56.52087
 2070.5000  L 1      1.485367  0.071012   0.00535      -56.52622      -56.52087
 2070.7500  L 1      1.503194  0.071687   0.00567      -56.52654      -56.52087
 2071.0000  L 1      1.521247  0.072814   0.00596      -56.52683      -56.52087
 2071.2500  L 1      1.539641  0.074422   0.00620      -56.52708      -56.52087
 2071.5000  L 1      1.558498  0.076527   0.00641      -56.52728      -56.52087
 2071.7500  L 1      1.577944  0.079128   0.00657      -56.52745      -56.52087
 2072.0000  L 1      1.598101  0.082212   0.00671      -56.52758      -56.52087
 2072.2500  L 1      1.619086  0.085744   0.00683      -56.52770      -56.52087
 2072.5000  L 1      1.641005  0.089671   0.00694      -56.52782      -56.52087
 2072.7500  L 1      1.663947  0.093921   0.00708      -56.52795      -56.52087
 2073.0000  L 1      1.687984  0.098406   0.00724      -56.52811      -56.52087
 2073.2500  L 1      1.713161  0.103021   0.00744      -56.52831      -56.52087
 2073.5000  L 1      1.739495  0.107650   0.00768      -56.52855      -56.52087
 2073.7500  L 1      1.766977  0.112172   0.00797      -56.52884      -56.52087
 2074.0000  L 1      1.795562  0.116459   0.00828      -56.52915      -56.52087
 2074.2500  L 1      1.825177  0.120389   0.00860      -56.52947      -56.52087
 2074.5000  L 1      1.855718  0.123847   0.00892      -56.52979      -56.52087
 2074.7500  L 1      1.887053  0.126725   0.00921      -56.53008      -56.52087
 2075.0000  L 1      1.919026  0.128936   0.00945      -56.53032      -56.52087
 2075.2500  L 1      1.951459  0.130405   0.00962      -56.53049      -56.52087
 2075.5000  L 1      1.984162  0.131077   0.00971      -56.53059      -56.52087
 2075.7500  L 1      2.016929  0.130918   0.00972      -56.53059      -56.52087
 2076.0000  L 1      2.049550  0.129910   0.00964      -56.53051      -56.52087
 2076.2500  L 1      2.081813  0.128055   0.00947      -56.53034      -56.52087
 2076.5000  L 1      2.113508  0.125370   0.00923      -56.53010      -56.52087
 2076.7500  L 1      2.144431  0.121887   0.00893      -56.52980      -56.52087
 2077.0000  L 1      2.174389  0.117653   0.00858      -56.52945      -56.52087
 2077.2500  L 1      2.203199  0.112723   0.00820      -56.52907      -56.52087
 2077.5000  L 1      2.230698  0.107164   0.00780      -56.52867      -56.52087
 2077.7500  L 1      2.256735  0.101051   0.00740      -56.52827      -56.52087
 2078.0000  L 1      2.281184  0.094465   0.00701      -56.52788      -56.52087
 2078.2500  L 1      2.303936  0.087494   0.00664      -56.52751      -56.52087
 2078.5000  L 1      2.324906  0.080229   0.00629      -56.52716      -56.52087
 2078.7500  L 1      2.344033  0.072765   0.00596      -56.52683      -56.52087
 2079.0000  L 1      2.361280  0.065200   0.00564      -56.52652      -56.52087
 2079.2500  L 1      2.376633  0.057631   0.00534      -56.52622      -56.52087
 2079.5000  L 1      2.390103  0.050157   0.00505      -56.52592      -56.52087
 2079.7500  L 1      2.401727  0.042873   0.00475      -56.52562      -56.52087
 2080.0000  L 1      2.411563  0.035872   0.00443      -56.52530      -56.52087
 2080.2500  L 1      2.419693  0.029239   0.00409      -56.52496      -56.52087
 2080.5000  L 1      2.426219  0.023053   0.00372      -56.52459      -56.52087
 2080.7500  L 1      2.431261  0.017380   0.00331      -56.52419      -56.52087
 2081.0000  L 1      2.434955  0.012275   0.00288      -56.52375      -56.52087
 2081.2500  L 1      2.437448  0.007773   0.00242      -56.52330      -56.52087
 2081.5000  L 1      2.438893  0.003893   0.00195      -56.52283      -56.52087
 2081.7500  L 1      2.439445  0.000632   0.00149      -56.52237      -56.52087
 2082.0000  L 1      2.439257 -0.002034   0.00106      -56.52193      -56.52087
 2082.2500  L 1      2.438473 -0.004154   0.00067      -56.52155      -56.52087
 2082.5000  L 1      2.437220 -0.005795   0.00036      -56.52123      -56.52087
 2082.7500  L 1      2.435608 -0.007048   0.00015      -56.52102      -56.52087
 2083.0000  L 1      2.433721 -0.008023   0.00004      -56.52092      -56.52087
 2083.2500  L 1      2.431614 -0.008861   0.00007      -56.52094      -56.52087
 2083.5000  L 1      2.429306 -0.009589   0.00021      -56.52109      -56.52087
 2083.7500  L 1      2.426809 -0.010420   0.00049      -56.52136      -56.52087
 2084.0000  L 1      2.424082 -0.011430   0.00087      -56.52174      -56.52087
 2084.2500  L 1      2.421067 -0.012755   0.00134      -56.52221      -56.52087
 2084.5000  L 1      2.417673 -0.014474   0.00188      -56.52275      -56.52087
 2084.7500  L 1      2.413791 -0.016669   0.00246      -56.52333      -56.52087
 2085.0000  L 1      2.409295 -0.019392   0.00305      -56.52392      -56.52087
 2085.2500  L 1      2.404049 -0.022676   0.00363      -56.52451      -56.52087
 2085.5000  L 1      2.397911 -0.026531   0.00418      -56.52506      -56.52087
 2085.7500  L 1      2.390738 -0.030947   0.00469      -56.52556      -56.52087
 2086.0000  L 1      2.382395 -0.035893   0.00514      -56.52601      -56.52087
 2086.2500  L 1      2.372753 -0.041324   0.00553      -56.52640      -56.52087
 2086.5000  L 1      2.361698 -0.047180   0.00587      -56.52674      -56.52087
 2086.7500  L 1      2.349134 -0.053390   0.00615      -56.52703      -56.52087
 2087.0000  L 1      2.334982 -0.059872   0.00640      -56.52727      -56.52087
 2087.2500  L 1      2.319184 -0.066541   0.00662      -56.52749      -56.52087
 2087.5000  L 1      2.301704 -0.073306   0.00683      -56.52770      -56.52087
 2087.7500  L 1      2.282531 -0.080076   0.00703      -56.52790      -56.52087
 2088.0000  L 1      2.261674 -0.086756   0.00724      -56.52811      -56.52087
 2088.2500  L 1      2.239169 -0.093254   0.00747      -56.52834      -56.52087
 2088.5000  L 1      2.215070 -0.099482   0.00771      -56.52858      -56.52087
 2088.7500  L 1      2.189458 -0.105350   0.00797      -56.52884      -56.52087
 2089.0000  L 1      2.162432 -0.110777   0.00824      -56.52911      -56.52087
 2089.2500  L 1      2.134113 -0.115685   0.00852      -56.52939      -56.52087
 2089.5000  L 1      2.104640 -0.120001   0.00879      -56.52966      -56.52087
 2089.7500  L 1      2.074168 -0.123661   0.00904      -56.52991      -56.52087
 2090.0000  L 1      2.042868 -0.126610   0.00925      -56.53012      -56.52087
 2090.2500  L 1      2.010926 -0.128802   0.00940      -56.53028      -56.52087
 2090.5000  L 1      1.978534 -0.130203   0.00950      -56.53037      -56.52087
 2090.7500  L 1      1.945892 -0.130793   0.00951      -56.53038      -56.52087
 2091.0000  L 1      1.913205 -0.130569   0.00944      -56.53031      -56.52087
 2091.2500  L 1      1.880675 -0.129543   0.00928      -56.53015      -56.52087
 2091.5000  L 1      1.848499 -0.127747   0.00905      -56.52992      -56.52087
 2091.7500  L 1      1.816862 -0.125231   0.00875      -56.52962      -56.52087
 2092.0000  L 1      1.785938 -0.122065   0.00840      -56.52928      -56.52087
 2092.2500  L 1      1.755877 -0.118334   0.00803      -56.52890      -56.52087
 2092.5000  L 1      1.726810 -0.114141   0.00765      -56.52853      -56.52087
 2092.7500  L 1      1.698836 -0.109599   0.00730      -56.52817      -56.52087
 2093.0000  L 1      1.672029 -0.104831   0.00698      -56.52785      -56.52087
 2093.2500  L 1      1.646429 -0.099962   0.00671      -56.52758      -56.52087
 2093.5000  L 1      1.622046 -0.095116   0.00649      -56.52736      -56.52087
 2093.7500  L 1      1.598859 -0.090410   0.00633      -56.52720      -56.52087
 2094.0000  L 1      1.576820 -0.085950   0.00621      -56.52708      -56.52087
 2094.2500  L 1      1.555856 -0.081828   0.00612      -56.52699      -56.52087
 2094.5000  L 1      1.535873 -0.078117   0.00603      -56.52691      -56.52087
 2094.7500  L 1      1.516760 -0.074871   0.00594      -56.52681      -56.52087
 2095.0000  L 1      1.498396 -0.072127   0.00582      -56.52669      -56.52087
 2095.2500  L 1      1.480654 -0.069902   0.00566      -56.52653      -56.52087
 2095.5000  L 1      1.463403 -0.068195   0.00546      -56.52633      -56.52087
 2095.7500  L 1      1.446516 -0.066993   0.00521      -56.52608      -56.52087
 2096.0000  L 1      1.429869 -0.066266   0.00492      -56.52579      -56.52087
 2096.2500  L 1      1.413348 -0.065977   0.00460      -56.52548      -56.52087
 2096.5000  L 1      1.396849 -0.066079   0.00428      -56.52515      -56.52087
 2096.7500  L 1      1.380281 -0.066521   0.00395      -56.52482      -56.52087
 2097.0000  L 1      1.363566 -0.067247   0.00365      -56.52452      -56.52087
 2097.2500  L 1      1.346640 -0.068197   0.00339      -56.52426      -56.52087
 2097.5000  L 1      1.329454 -0.069312   0.00318      -56.52405      -56.52087
 2097.7500  L 1      1.311975 -0.070533   0.00303      -56.52390      -56.52087
 2098.0000  L 1      1.294184 -0.071800   0.00294      -56.52381      -56.52087
 2098.2500  L 1      1.276077 -0.073057   0.00292      -56.52379      -56.52087
 2098.5000  L 1      1.257661 -0.074251   0.00295      -56.52382      -56.52087
 2098.7500  L 1      1.238961 -0.075330   0.00303      -56.52390      -56.52087
 2099.0000  L 1      1.220010 -0.076250   0.00313      -56.52401      -56.52087
 2099.2500  L 1      1.200853 -0.076971   0.00325      -56.52412      -56.52087
 2099.5000  L 1      1.181544 -0.077458   0.00336      -56.52423      -56.52087
 2099.7500  L 1      1.162146 -0.077685   0.00344      -56.52432      -56.52087
 2100.0000  L 1      1.142726 -0.077634   0.00348      -56.52436      -56.52087
 2100.2500  L 1      1.123354 -0.077298   0.00348      -56.52435      -56.52087
 2100.5000  L 1      1.104102 -0.076679   0.00341      -56.52429      -56.52087
 2100.7500  L 1      1.085039 -0.075789   0.00330      -56.52417      -56.52087
 2101.0000  L 1      1.066229 -0.074653   0.00315      -56.52402      -56.52087
 2101.2500  L 1      1.047731 -0.073307   0.00297      -56.52384      -56.52087
 2101.5000  L 1      1.029592 -0.071794   0.00279      -56.52366      -56.52087
 2101.7500  L 1      1.011845 -0.070168   0.00263      -56.52350      -56.52087
 2102.0000  L 1      0.994513 -0.068490   0.00251      -56.52338      -56.52087
 2102.2500  L 1      0.977600 -0.066822   0.00245      -56.52332      -56.52087
 2102.5000  L 1      0.961096 -0.065230   0.00245      -56.52332      -56.52087
 2102.7500  L 1      0.944973 -0.063779   0.00252      -56.52339      -56.52087
 2103.0000  L 1      0.929189 -0.062528   0.00265      -56.52352      -56.52087
 2103.2500  L 1      0.913688 -0.061529   0.00283      -56.52371      -56.52087
 2103.5000  L 1      0.898401 -0.060824   0.00305      -56.52392      -56.52087
 2103.7500  L 1      0.883249 -0.060446   0.00327      -56.52414      -56.52087
 2104.0000  L 1      0.868150 -0.060414   0.00348      -56.52435      -56.52087
 2104.2500  L 1      0.853014 -0.060738   0.00365      -56.52453      -56.52087
 2104.5000  L 1      0.837753 -0.061416   0.00378      -56.52466      -56.52087
 2104.7500  L 1      0.822279 -0.062439   0.00386      -56.52474      -56.52087
 2105.0000  L 1      0.806508 -0.063788   0.00389      -56.52476      -56.52087
 2105.2500  L 1      0.790361 -0.065438   0.00387      -56.52474      -56.52087
 2105.5000  L 1      0.773767 -0.067361   0.00382      -56.52469      -56.52087
 2105.7500  L 1      0.756662 -0.069522   0.00375      -56.52462      -56.52087
 2106.0000  L 1      0.738991 -0.071886   0.00368      -56.52456      -56.52087
 2106.2500  L 1      0.720706 -0.074417   0.00364      -56.52451      -56.52087
 2106.5000  L 1      0.701772 -0.077078   0.00363      -56.52450      -56.52087
 2106.7500  L 1      0.682160 -0.079834   0.00367      -56.52454      -56.52087
 2107.0000  L 1      0.661850 -0.082650   0.00377      -56.52464      -56.52087
 2107.2500  L 1      0.640832 -0.085493   0.00393      -56.52481      -56.52087
 2107.5000  L 1      0.619104 -0.088335   0.00416      -56.52503      -56.52087
 2107.7500  L 1      0.596667 -0.091149   0.00445      -56.52532      -56.52087
 2108.0000  L 1      0.573534 -0.093911   0.00478      -56.52566      -56.52087
 2108.2500  L 1      0.549718 -0.096602   0.00515      -56.52602      -56.52087
 2108.5000  L 1      0.525240 -0.099208   0.00553      -56.52641      -56.52087
 2108.7500  L 1      0.500122 -0.101717   0.00591      -56.52679      -56.52087
 2109.0000  L 1      0.474390 -0.104123   0.00627      -56.52715      -56.52087
 2109.2500  L 1      0.448070 -0.106424   0.00660      -56.52748      -56.52087
 2109.5000  L 1      0.421187 -0.108623   0.00689      -56.52776      -56.52087
 2109.7500  L 1      0.393768 -0.110723   0.00713      -56.52800      -56.52087
 2110.0000  L 1      0.365835 -0.112733   0.00732      -56.52819      -56.52087
 2110.2500  L 1      0.337409 -0.114661   0.00747      -56.52835      -56.52087
 2110.5000  L 1      0.308511 -0.116518   0.00760      -56.52847      -56.52087
 2110.7500  L 1      0.279157 -0.118309   0.00771      -56.52858      -56.52087
 2111.0000  L 1      0.249362 -0.120039   0.00783      -56.52870      -56.52087
 2111.2500  L 1      0.219143 -0.121708   0.00796      -56.52883      -56.52087
 2111.5000  L 1      0.188514 -0.123310   0.00812      -56.52899      -56.52087
 2111.7500  L 1      0.157494 -0.124833   0.00831      -56.52918      -56.52087
 2112.0000  L 1      0.126105 -0.126258   0.00854      -56.52941      -56.52087
 2112.2500  L 1      0.094375 -0.127559   0.00878      -56.52965      -56.52087
 2112.5000  L 1      0.062338 -0.128705   0.00904      -56.52991      -56.52087
 2112.7500  L 1      0.030038 -0.129660   0.00928      -56.53015      -56.52087
 2113.0000  L 1     -0.002473 -0.130384   0.00949      -56.53036      -56.52087
 2113.2500  L 1     -0.035131 -0.130836   0.00964      -56.53051      -56.52087
 2113.5000  L 1     -0.067864 -0.130974   0.00972      -56.53060      -56.52087
 2113.7500  L 1     -0.100589 -0.130760   0.00972      -56.53059      -56.52087
 2114.0000  L 1     -0.133211 -0.130156   0.00962      -56.53050      -56.52087
 2114.2500  L 1     -0.165631 -0.129132   0.00943      -56.53030      -56.52087
 2114.5000  L 1     -0.197739 -0.127659   0.00915      -56.53002      -56.52087
 2114.7500  L 1     -0.229421 -0.125719   0.00878      -56.52966      -56.52087
 2115.0000  L 1     -0.260558 -0.123297   0.00835      -56.52923      -56.52087
 2115.2500  L 1     -0.291028 -0.120387   0.00787      -56.52875      -56.52087
 2115.5000  L 1     -0.320710 -0.116988   0.00736      -56.52823      -56.52087
 2115.7500  L 1     -0.349481 -0.113107   0.00683      -56.52771      -56.52087
 2116.0000  L 1     -0.377224 -0.108756   0.00631      -56.52718      -56.52087
 2116.2500  L 1     -0.403822 -0.103955   0.00580      -56.52668      -56.52087
 2116.5000  L 1     -0.429165 -0.098726   0.00533      -56.52620      -56.52087
 2116.7500  L 1     -0.453151 -0.093099   0.00489      -56.52576      -56.52087
 2117.0000  L 1     -0.475684 -0.087108   0.00449      -56.52536      -56.52087
 2117.2500  L 1     -0.496678 -0.080792   0.00412      -56.52500      -56.52087
 2117.5000  L 1     -0.516056 -0.074191   0.00380      -56.52467      -56.52087
 2117.7500  L 1     -0.533753 -0.067351   0.00350      -56.52437      -56.52087
 2118.0000  L 1     -0.549716 -0.060321   0.00322      -56.52410      -56.52087
 2118.2500  L 1     -0.563902 -0.053148   0.00296      -56.52383      -56.52087
 2118.5000  L 1     -0.576282 -0.045884   0.00269      -56.52357      -56.52087
 2118.7500  L 1     -0.586840 -0.038579   0.00242      -56.52329      -56.52087
 2119.0000  L 1     -0.595571 -0.031279   0.00214      -56.52301      -56.52087
 2119.2500  L 1     -0.602483 -0.024031   0.00184      -56.52272      -56.52087
 2119.5000  L 1     -0.607594 -0.016875   0.00154      -56.52241      -56.52087
 2119.7500  L 1     -0.610930 -0.009845   0.00124      -56.52211      -56.52087
 2120.0000  L 1     -0.612528 -0.002969   0.00096      -56.52183      -56.52087
 2120.2500  L 1     -0.612429  0.003734   0.00070      -56.52158      -56.52087
 2120.5000  L 1     -0.610677  0.010255   0.00051      -56.52138      -56.52087
 2120.7500  L 1     -0.607318  0.016591   0.00039      -56.52126      -56.52087
 2121.0000  L 1     -0.602399  0.022745   0.00036      -56.52123      -56.52087
 2121.2500  L 1     -0.595964  0.028721   0.00045      -56.52132      -56.52087
 2121.5000  L 1     -0.588055  0.034528   0.00065      -56.52153      -56.52087
 2121.7500  L 1     -0.578712  0.040194   0.00098      -56.52185      -56.52087
 2122.0000  L 1     -0.567968  0.045737   0.00142      -56.52230      -56.52087
 2122.2500  L 1     -0.555852  0.051177   0.00196      -56.52284      -56.52087
 2122.5000  L 1     -0.542387  0.056528   0.00258      -56.52345      -56.52087
 2122.7500  L 1     -0.527595  0.061798   0.00325      -56.52412      -56.52087
 2123.0000  L 1     -0.511495  0.066990   0.00393      -56.52480      -56.52087
 2123.2500  L 1     -0.494108  0.072099   0.00460      -56.52547      -56.52087
 2123.5000  L 1     -0.475455  0.077112   0.00523      -56.52611      -56.52087
 2123.7500  L 1     -0.455563  0.082011   0.00580      -56.52668      -56.52087
 2124.0000  L 1     -0.434462  0.086774   0.00630      -56.52717      -56.52087
 2124.2500  L 1     -0.412191  0.091373   0.00670      -56.52758      -56.52087
 2124.5000  L 1     -0.388793  0.095779   0.00702      -56.52790      -56.52087
 2124.7500  L 1     -0.364321  0.099960   0.00726      -56.52814      -56.52087
 2125.0000  L 1     -0.338835  0.103887   0.00743      -56.52831      -56.52087
 2125.2500  L 1     -0.312402  0.107531   0.00755      -56.52842      -56.52087
 2125.5000  L 1     -0.285096  0.110866   0.00762      -56.52850      -56.52087
 2125.7500  L 1     -0.256998  0.113869   0.00768      -56.52855      -56.52087
 2126.0000  L 1     -0.228192  0.116521   0.00773      -56.52860      -56.52087
 2126.2500  L 1     -0.198768  0.118809   0.00779      -56.52867      -56.52087
 2126.5000  L 1     -0.168819  0.120723   0.00788      -56.52875      -56.52087
 2126.7500  L 1     -0.138438  0.122260   0.00799      -56.52886      -56.52087
 2127.0000  L 1     -0.107721  0.123418   0.00813      -56.52900      -56.52087
 2127.2500  L 1     -0.076761  0.124204   0.00829      -56.52917      -56.52087
 2127.5000  L 1     -0.045649  0.124628   0.00848      -56.52935      -56.52087
 2127.7500  L 1     -0.014476  0.124705   0.00867      -56.52954      -56.52087
 2128.0000  L 1      0.016676  0.124455   0.00884      -56.52972      -56.52087
 2128.2500  L 1      0.047726  0.123900   0.00899      -56.52986      -56.52087
 2128.5000  L 1      0.078602  0.123070   0.00909      -56.52996      -56.52087
 2128.7500  L 1      0.109240  0.121996   0.00912      -56.52999      -56.52087
 2129.0000  L 1      0.139582  0.120714   0.00908      -56.52995      -56.52087
 2129.2500  L 1      0.169582  0.119260   0.00894      -56.52982      -56.52087
 2129.5000  L 1      0.199200  0.117674   0.00873      -56.52960      -56.52087
 2129.7500  L 1      0.228410  0.115995   0.00843      -56.52930      -56.52087
 2130.0000  L 1      0.257192  0.114261   0.00806      -56.52894      -56.52087
 2130.2500  L 1      0.285537  0.112505   0.00765      -56.52853      -56.52087
 2130.5000  L 1      0.313444  0.110759   0.00722      -56.52810      -56.52087
 2130.7500  L 1      0.340918  0.109047   0.00680      -56.52767      -56.52087
 2131.0000  L 1      0.367970  0.107385   0.00641      -56.52729      -56.52087
 2131.2500  L 1      0.394615  0.105784   0.00608      -56.52696      -56.52087
 2131.5000  L 1      0.420867  0.104244   0.00582      -56.52669      -56.52087
 2131.7500  L 1      0.446741  0.102758   0.00563      -56.52650      -56.52087
 2132.0000  L 1      0.472250  0.101314   0.00551      -56.52638      -56.52087
 2132.2500  L 1      0.497400  0.099890   0.00545      -56.52632      -56.52087
 2132.5000  L 1      0.522195  0.098465   0.00542      -56.52629      -56.52087
 2132.7500  L 1      0.546630  0.097010   0.00540      -56.52627      -56.52087
 2133.0000  L 1      0.570695  0.095499   0.00536      -56.52624      -56.52087
 2133.2500  L 1      0.594372  0.093907   0.00529      -56.52617      -56.52087
 2133.5000  L 1      0.617638  0.092211   0.00518      -56.52605      -56.52087
 2133.7500  L 1      0.640466  0.090394   0.00500      -56.52587      -56.52087
 2134.0000  L 1      0.662823  0.088444   0.00477      -56.52564      -56.52087
 2134.2500  L 1      0.684675  0.086354   0.00449      -56.52536      -56.52087
 2134.5000  L 1      0.705987  0.084128   0.00417      -56.52504      -56.52087
 2134.7500  L 1      0.726726  0.081770   0.00383      -56.52471      -56.52087
 2135.0000  L 1      0.746861  0.079296   0.00350      -56.52438      -56.52087
 2135.2500  L 1      0.766366  0.076726   0.00320      -56.52407      -56.52087
 2135.5000  L 1      0.785217  0.074082   0.00293      -56.52381      -56.52087
 2135.7500  L 1      0.803403  0.071396   0.00273      -56.52360      -56.52087
 2136.0000  L 1      0.820914  0.068701   0.00259      -56.52347      -56.52087
 2136.2500  L 1      0.837755  0.066034   0.00253      -56.52341      -56.52087
 2136.5000  L 1      0.853937  0.063435   0.00255      -56.52342      -56.52087
 2136.7500  L 1      0.869482  0.060946   0.00262      -56.52350      -56.52087
 2137.0000  L 1      0.884423  0.058613   0.00275      -56.52362      -56.52087
 2137.2500  L 1      0.898804  0.056478   0.00291      -56.52378      -56.52087
 2137.5000  L 1      0.912681  0.054586   0.00307      -56.52394      -56.52087
 2137.7500  L 1      0.926121  0.052982   0.00322      -56.52410      -56.52087
 2138.0000  L 1      0.939199  0.051705   0.00334      -56.52422      -56.52087
 2138.2500  L 1      0.952002  0.050792   0.00341      -56.52429      -56.52087
 2138.5000  L 1      0.964626  0.050273   0.00342      -56.52429      -56.52087
 2138.7500  L 1      0.977172  0.050172   0.00336      -56.52423      -56.52087
 2139.0000  L 1      0.989747  0.050503   0.00323      -56.52411      -56.52087
 2139.2500  L 1      1.002458  0.051267   0.00306      -56.52394      -56.52087
 2139.5000  L 1      1.015413  0.052455   0.00286      -56.52373      -56.52087
 2139.7500  L 1      1.028716  0.054041   0.00265      -56.52353      -56.52087
 2140.0000  L 1      1.042462  0.055989   0.00247      -56.52334      -56.52087
 2140.2500  L 1      1.056734  0.058245   0.00233      -56.52321      -56.52087
 2140.5000  L 1      1.071603  0.060747   0.00227      -56.52314      -56.52087
 2140.7500  L 1      1.087121  0.063421   0.00228      -56.52315      -56.52087
 2141.0000  L 1      1.103321  0.066190   0.00237      -56.52324      -56.52087
 2141.2500  L 1      1.120217  0.068972   0.00254      -56.52341      -56.52087
 2141.5000  L 1      1.137802  0.071688   0.00276      -56.52363      -56.52087
 2141.7500  L 1      1.156050  0.074262   0.00302      -56.52389      -56.52087
 2142.0000  L 1      1.174915  0.076624   0.00328      -56.52415      -56.52087
 2142.2500  L 1      1.194339  0.078716   0.00353      -56.52440      -56.52087
 2142.5000  L 1      1.214246  0.080490   0.00373      -56.52460      -56.52087
 2142.7500  L 1      1.234553  0.081911   0.00387      -56.52475      -56.52087
 2143.0000  L 1      1.255169  0.082961   0.00396      -56.52483      -56.52087
 2143.2500  L 1      1.276001  0.083632   0.00397      -56.52485      -56.52087
 2143.5000  L 1      1.296953  0.083931   0.00394      -56.52481      -56.52087
 2143.7500  L 1      1.317935  0.083873   0.00386      -56.52473      -56.52087
 2144.0000  L 1      1.338861  0.083489   0.00376      -56.52463      -56.52087
 2144.2500  L 1      1.359655  0.082815   0.00366      -56.52453      -56.52087
 2144.5000  L 1      1.380248  0.081896   0.00359      -56.52446      -56.52087
 2144.7500  L 1      1.400586  0.080782   0.00356      -56.52443      -56.52087
 2145.0000  L 1      1.420627  0.079531   0.00358      -56.52446      -56.52087
 2145.2500  L 1      1.440345  0.078202   0.00368      -56.52455      -56.52087
 2145.5000  L 1      1.459727  0.076859   0.00385      -56.52473      -56.52087
 2145.7500  L 1      1.478778  0.075569   0.00410      -56.52497      -56.52087
 2146.0000  L 1      1.497521  0.074398   0.00441      -56.52528      -56.52087
 2146.2500  L 1      1.515993  0.073415   0.00478      -56.52565      -56.52087
 2146.5000  L 1      1.534250  0.072687   0.00518      -56.52605      -56.52087
 2146.7500  L 1      1.552363  0.072278   0.00559      -56.52647      -56.52087
 2147.0000  L 1      1.570420  0.072250   0.00601      -56.52688      -56.52087
 2147.2500  L 1      1.588523  0.072658   0.00639      -56.52726      -56.52087
 2147.5000  L 1      1.606788  0.073550   0.00674      -56.52761      -56.52087
 2147.7500  L 1      1.625340  0.074961   0.00703      -56.52790      -56.52087
 2148.0000  L 1      1.644313  0.076916   0.00726      -56.52813      -56.52087
 2148.2500  L 1      1.663842  0.079419   0.00743      -56.52831      -56.52087
 2148.5000  L 1      1.684065  0.082459   0.00756      -56.52843      -56.52087
 2148.7500  L 1      1.705112  0.086001   0.00765      -56.52852      -56.52087
 2149.0000  L 1      1.727101  0.089989   0.00773      -56.52860      -56.52087
 2149.2500  L 1      1.750135  0.094343   0.00781      -56.52868      -56.52087
